Material;Dt,Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Máscara Cicúrgica;2020-03-28;309998;Piauí;Unidade;120000,0;Entregue
Máscara Cicúrgica;2020-03-31;310609;Piauí;Unidade;37500,0;Entregue
Máscara Cicúrgica;2020-04-15;311919;Piauí;Unidade;96300,0;Entregue
Máscara Cicúrgica;2020-04-23;313008;Piauí;Unidade;2000,0;Entregue
Máscara Cicúrgica;2020-04-30;313997;Piauí;Unidade;32000,0;Entregue
Máscara Cicúrgica;2020-05-14;315604;Piauí;Unidade;1100,0;Entregue
Máscara Cicúrgica;2020-05-14;315604;Piauí;Unidade;134000,0;Entregue
Máscara Cicúrgica;2020-05-22;316486;Piauí;Unidade;335550,0;Entregue
Máscara Cicúrgica;2020-06-04;317770;Piauí;Unidade;76800,0;Entregue
Máscara Cicúrgica;2020-06-04;317770;Piauí;Unidade;207100,0;Entregue
Máscara Cicúrgica;2020-06-05;317908;Piauí;Unidade;107500,0;Entregue
Máscara Cicúrgica;2020-06-05;317908;Piauí;Unidade;34100,0;Entregue
Máscara Cicúrgica;2020-06-10;318280;Piauí;Unidade;168000,0;Entregue
Máscara Cicúrgica;2020-06-10;318251;Piauí;Unidade;83800,0;Entregue
Máscara Cicúrgica;2020-06-29;320587;Piauí;Unidade;344000,0;Entregue
Máscara Cicúrgica;2020-06-29;320558;Piauí;Unidade;171600,0;Entregue
Máscara Cicúrgica;2020-03-25;309638;Rio de Janeiro;Unidade;330000,0;Entregue
Máscara Cicúrgica;2020-03-28;310002;Rio de Janeiro;Unidade;622500,0;Entregue
Máscara Cicúrgica;2020-03-31;310610;Rio de Janeiro;Unidade;202500,0;Entregue
Máscara Cicúrgica;2020-04-15;311920;Rio de Janeiro;Unidade;489900,0;Entregue
Máscara Cicúrgica;2020-04-23;313009;Rio de Janeiro;Unidade;152000,0;Entregue
Máscara Cicúrgica;2020-04-30;313998;Rio de Janeiro;Unidade;164000,0;Entregue
Máscara Cicúrgica;2020-05-07;314570;Rio de Janeiro;Unidade;14900,0;Entregue
Máscara Cicúrgica;2020-05-12;315260;Rio de Janeiro;Unidade;1330000,0;Entregue
Máscara Cicúrgica;2020-05-22;316492;Rio de Janeiro;Unidade;1789850,0;Entregue
Máscara Cicúrgica;2020-06-04;317772;Rio de Janeiro;Unidade;1308500,0;Entregue
Máscara Cicúrgica;2020-06-05;317911;Rio de Janeiro;Unidade;956000,0;Entregue
Máscara Cicúrgica;2020-06-10;318282;Rio de Janeiro;Unidade;774300,0;Entregue
Máscara Cicúrgica;2020-06-10;318253;Rio de Janeiro;Unidade;565700,0;Entregue
Máscara Cicúrgica;2020-06-29;320561;Rio de Janeiro;Unidade;1158300,0;Entregue
Máscara Cicúrgica;2020-03-21;309257;Rio Grande do Norte;Unidade;25000,0;Entregue
Máscara Cicúrgica;2020-03-25;309630;Rio Grande do Norte;Unidade;65000,0;Entregue
Máscara Cicúrgica;2020-03-28;310003;Rio Grande do Norte;Unidade;127500,0;Entregue
Máscara Cicúrgica;2020-03-31;310611;Rio Grande do Norte;Unidade;45000,0;Entregue
Máscara Cicúrgica;2020-04-15;311921;Rio Grande do Norte;Unidade;300,0;Entregue
Máscara Cicúrgica;2020-04-15;311921;Rio Grande do Norte;Unidade;103200,0;Entregue
Máscara Cicúrgica;2020-04-30;314014;Rio Grande do Norte;Unidade;28000,0;Entregue
Máscara Cicúrgica;2020-04-30;314014;Rio Grande do Norte;Unidade;6000,0;Entregue
Máscara Cicúrgica;2020-05-14;315606;Rio Grande do Norte;Unidade;150000,0;Entregue
Máscara Cicúrgica;2020-05-14;315606;Rio Grande do Norte;Unidade;1500,0;Entregue
Máscara Cicúrgica;2020-05-22;316495;Rio Grande do Norte;Unidade;360300,0;Entregue
Máscara Cicúrgica;2020-06-04;317773;Rio Grande do Norte;Unidade;346000,0;Entregue
Máscara Cicúrgica;2020-06-05;317912;Rio Grande do Norte;Unidade;110500,0;Entregue
Máscara Cicúrgica;2020-06-10;318283;Rio Grande do Norte;Unidade;204800,0;Entregue
Máscara Cicúrgica;2020-06-10;318254;Rio Grande do Norte;Unidade;65400,0;Entregue
Máscara Cicúrgica;2020-06-29;320589;Rio Grande do Norte;Unidade;419300,0;Entregue
Máscara Cicúrgica;2020-06-29;320562;Rio Grande do Norte;Unidade;133900,0;Entregue
Máscara Cicúrgica;2020-03-21;309258;Rio Grande do Sul;Unidade;80000,0;Entregue
Máscara Cicúrgica;2020-03-25;309639;Rio Grande do Sul;Unidade;225000,0;Entregue
Máscara Cicúrgica;2020-03-28;310007;Rio Grande do Sul;Unidade;405000,0;Entregue
Máscara Cicúrgica;2020-03-31;310612;Rio Grande do Sul;Unidade;135000,0;Entregue
Máscara Cicúrgica;2020-04-15;311922;Rio Grande do Sul;Unidade;405600,0;Entregue
Máscara Cicúrgica;2020-04-23;313011;Rio Grande do Sul;Unidade;126000,0;Entregue
Máscara Cicúrgica;2020-04-30;314015;Rio Grande do Sul;Unidade;134000,0;Entregue
Máscara Cicúrgica;2020-05-14;315609;Rio Grande do Sul;Unidade;358000,0;Entregue
Máscara Cicúrgica;2020-05-14;315609;Rio Grande do Sul;Unidade;700,0;Entregue
Máscara Cicúrgica;2020-05-22;316501;Rio Grande do Sul;Unidade;936900,0;Entregue
Máscara Cicúrgica;2020-06-04;317788;Rio Grande do Sul;Unidade;911500,0;Entregue
Máscara Cicúrgica;2020-06-05;317914;Rio Grande do Sul;Unidade;273100,0;Entregue
Máscara Cicúrgica;2020-06-10;318286;Rio Grande do Sul;Unidade;539400,0;Entregue
Máscara Cicúrgica;2020-06-10;318257;Rio Grande do Sul;Unidade;161600,0;Entregue
Máscara Cicúrgica;2020-06-29;320592;Rio Grande do Sul;Unidade;1104400,0;Entregue
Máscara Cicúrgica;2020-06-29;320565;Rio Grande do Sul;Unidade;331000,0;Entregue
Máscara Cicúrgica;2020-03-21;309259;Rondônia;Unidade;10000,0;Entregue
Máscara Cicúrgica;2020-03-25;309618;Rondônia;Unidade;25000,0;Entregue
Máscara Cicúrgica;2020-03-28;310004;Rondônia;Unidade;60000,0;Entregue
Máscara Cicúrgica;2020-03-31;310613;Rondônia;Unidade;22500,0;Entregue
Máscara Cicúrgica;2020-04-15;311923;Rondônia;Unidade;52800,0;Entregue
Máscara Cicúrgica;2020-04-23;313196;Rondônia;Unidade;1200,0;Entregue
Máscara Cicúrgica;2020-04-30;314016;Rondônia;Unidade;16000,0;Entregue
Máscara Cicúrgica;2020-05-14;315607;Rondônia;Unidade;63000,0;Entregue
Máscara Cicúrgica;2020-05-14;315607;Rondônia;Unidade;17500,0;Entregue
Máscara Cicúrgica;2020-05-22;316497;Rondônia;Unidade;187850,0;Entregue
Máscara Cicúrgica;2020-06-04;317774;Rondônia;Unidade;201100,0;Entregue
Máscara Cicúrgica;2020-06-05;317913;Rondônia;Unidade;36900,0;Entregue
Máscara Cicúrgica;2020-06-10;318285;Rondônia;Unidade;3500,0;Entregue
Máscara Cicúrgica;2020-06-10;318285;Rondônia;Unidade;115500,0;Entregue
Máscara Cicúrgica;2020-06-10;318255;Rondônia;Unidade;21800,0;Entregue
Máscara Cicúrgica;2020-06-29;320590;Rondônia;Unidade;243700,0;Entregue
Máscara Cicúrgica;2020-06-29;320563;Rondônia;Unidade;44700,0;Entregue
Máscara Cicúrgica;2020-03-21;309260;Roraima;Unidade;5000,0;Entregue
Máscara Cicúrgica;2020-03-25;309619;Roraima;Unidade;10000,0;Entregue
Máscara Cicúrgica;2020-03-28;310005;Roraima;Unidade;22500,0;Entregue
Máscara Cicúrgica;2020-03-31;310614;Roraima;Unidade;7500,0;Entregue
Máscara Cicúrgica;2020-04-15;311924;Roraima;Unidade;300,0;Entregue
Máscara Cicúrgica;2020-04-15;311924;Roraima;Unidade;21600,0;Entregue
Máscara Cicúrgica;2020-04-30;314017;Roraima;Unidade;6000,0;Entregue
Máscara Cicúrgica;2020-05-14;315608;Roraima;Unidade;14400,0;Entregue
Máscara Cicúrgica;2020-05-14;315608;Roraima;Unidade;1000,0;Entregue
Máscara Cicúrgica;2020-05-14;315608;Roraima;Unidade;21600,0;Entregue
Máscara Cicúrgica;2020-05-23;316638;Roraima;Unidade;55450,0;Entregue
Máscara Cicúrgica;2020-06-04;317775;Roraima;Unidade;75900,0;Entregue
Máscara Cicúrgica;2020-06-08;317944;Roraima;Unidade;23400,0;Entregue
Máscara Cicúrgica;2020-06-10;318256;Roraima;Unidade;16600,0;Entregue
Máscara Cicúrgica;2020-06-12;318480;Roraima;Unidade;42100,0;Entregue
Máscara Cicúrgica;2020-06-29;320591;Roraima;Unidade;90900,0;Entregue
Máscara Cicúrgica;2020-06-29;320591;Roraima;Unidade;1100,0;Entregue
Máscara Cicúrgica;2020-06-29;320564;Roraima;Unidade;34000,0;Entregue
Máscara Cicúrgica;2020-03-21;309261;Santa Catarina;Unidade;50000,0;Entregue
Máscara Cicúrgica;2020-03-25;309641;Santa Catarina;Unidade;135000,0;Entregue
Máscara Cicúrgica;2020-03-28;310008;Santa Catarina;Unidade;255000,0;Entregue
Máscara Cicúrgica;2020-03-31;310615;Santa Catarina;Unidade;82500,0;Entregue
Máscara Cicúrgica;2020-04-15;311925;Santa Catarina;Unidade;225600,0;Entregue
Máscara Cicúrgica;2020-04-15;311925;Santa Catarina;Unidade;1500,0;Entregue
Máscara Cicúrgica;2020-04-23;313017;Santa Catarina;Unidade;70000,0;Entregue
Máscara Cicúrgica;2020-04-30;314032;Santa Catarina;Unidade;76000,0;Entregue
Máscara Cicúrgica;2020-05-14;315610;Santa Catarina;Unidade;27400,0;Entregue
Máscara Cicúrgica;2020-05-14;315610;Santa Catarina;Unidade;41600,0;Entregue
Máscara Cicúrgica;2020-05-14;315610;Santa Catarina;Unidade;21600,0;Entregue
Máscara Cicúrgica;2020-05-14;315610;Santa Catarina;Unidade;86000,0;Entregue
Máscara Cicúrgica;2020-05-14;315610;Santa Catarina;Unidade;8000,0;Entregue
Máscara Cicúrgica;2020-05-14;315610;Santa Catarina;Unidade;43200,0;Entregue
Máscara Cicúrgica;2020-05-22;316502;Santa Catarina;Unidade;125950,0;Entregue
Máscara Cicúrgica;2020-05-22;316502;Santa Catarina;Unidade;494100,0;Entregue
Máscara Cicúrgica;2020-06-04;317777;Santa Catarina;Unidade;752100,0;Entregue
Máscara Cicúrgica;2020-06-05;317916;Santa Catarina;Unidade;34700,0;Entregue
Máscara Cicúrgica;2020-06-10;318287;Santa Catarina;Unidade;67900,0;Entregue
Máscara Cicúrgica;2020-06-10;318287;Santa Catarina;Unidade;377100,0;Entregue
Máscara Cicúrgica;2020-06-10;318258;Santa Catarina;Unidade;1000,0;Entregue
Máscara Cicúrgica;2020-06-10;318258;Santa Catarina;Unidade;19500,0;Entregue
Máscara Cicúrgica;2020-06-29;320593;Santa Catarina;Unidade;911300,0;Entregue
Máscara Cicúrgica;2020-06-29;320566;Santa Catarina;Unidade;42100,0;Entregue
Máscara Cicúrgica;2020-03-21;309266;São Paulo;Unidade;325000,0;Entregue
Máscara Cicúrgica;2020-03-25;309637;São Paulo;Unidade;900000,0;Entregue
Máscara Cicúrgica;2020-03-28;310010;São Paulo;Unidade;60000,0;Entregue
Máscara Cicúrgica;2020-03-28;310010;São Paulo;Unidade;1582500,0;Entregue
Máscara Cicúrgica;2020-03-31;310616;São Paulo;Unidade;540000,0;Entregue
Máscara Cicúrgica;2020-04-15;311929;São Paulo;Unidade;1418400,0;Entregue
Máscara Cicúrgica;2020-04-15;311929;São Paulo;Unidade;29350,0;Entregue
Máscara Cicúrgica;2020-04-23;313021;São Paulo;Unidade;450000,0;Entregue
Máscara Cicúrgica;2020-04-30;314034;São Paulo;Unidade;484000,0;Entregue
Máscara Cicúrgica;2020-05-14;315612;São Paulo;Unidade;10800,0;Entregue
Máscara Cicúrgica;2020-05-14;315612;São Paulo;Unidade;1480000,0;Entregue
Máscara Cicúrgica;2020-05-22;316504;São Paulo;Unidade;3800,0;Entregue
Máscara Cicúrgica;2020-05-22;316504;São Paulo;Unidade;370400,0;Entregue
Máscara Cicúrgica;2020-05-22;316504;São Paulo;Unidade;2792000,0;Entregue
Máscara Cicúrgica;2020-05-22;316504;São Paulo;Unidade;697450,0;Entregue
Máscara Cicúrgica;2020-06-05;317918;São Paulo;Unidade;889600,0;Entregue
Máscara Cicúrgica;2020-06-10;318289;São Paulo;Unidade;2363200,0;Entregue
Máscara Cicúrgica;2020-06-10;318260;São Paulo;Unidade;526400,0;Entregue
Máscara Cicúrgica;2020-06-29;320568;São Paulo;Unidade;1077900,0;Entregue
Máscara Cicúrgica;2020-03-21;309262;Sergipe;Unidade;15000,0;Entregue
Máscara Cicúrgica;2020-03-25;309629;Sergipe;Unidade;40000,0;Entregue
Máscara Cicúrgica;2020-03-28;310009;Sergipe;Unidade;82500,0;Entregue
Máscara Cicúrgica;2020-03-31;310617;Sergipe;Unidade;30000,0;Entregue
Máscara Cicúrgica;2020-04-15;311927;Sergipe;Unidade;2100,0;Entregue
Máscara Cicúrgica;2020-04-15;311927;Sergipe;Unidade;69600,0;Entregue
Máscara Cicúrgica;2020-04-23;313024;Sergipe;Unidade;12000,0;Entregue
Máscara Cicúrgica;2020-04-23;313024;Sergipe;Unidade;10000,0;Entregue
Máscara Cicúrgica;2020-04-30;314035;Sergipe;Unidade;24000,0;Entregue
Máscara Cicúrgica;2020-05-14;315611;Sergipe;Unidade;8700,0;Entregue
Máscara Cicúrgica;2020-05-14;315611;Sergipe;Unidade;64800,0;Entregue
Máscara Cicúrgica;2020-05-14;315611;Sergipe;Unidade;13600,0;Entregue
Máscara Cicúrgica;2020-05-22;316503;Sergipe;Unidade;230450,0;Entregue
Máscara Cicúrgica;2020-06-04;317778;Sergipe;Unidade;248700,0;Entregue
Máscara Cicúrgica;2020-06-05;317917;Sergipe;Unidade;45000,0;Entregue
Máscara Cicúrgica;2020-06-10;318288;Sergipe;Unidade;147200,0;Entregue
Máscara Cicúrgica;2020-06-10;318259;Sergipe;Unidade;26600,0;Entregue
Máscara Cicúrgica;2020-06-29;320594;Sergipe;Unidade;301400,0;Entregue
Máscara Cicúrgica;2020-06-29;320567;Sergipe;Unidade;54600,0;Entregue
Máscara Cicúrgica;2020-03-21;309263;Tocantins;Unidade;10000,0;Entregue
Máscara Cicúrgica;2020-03-25;309620;Tocantins;Unidade;25000,0;Entregue
Máscara Cicúrgica;2020-03-28;310011;Tocantins;Unidade;52500,0;Entregue
Máscara Cicúrgica;2020-03-31;310618;Tocantins;Unidade;15000,0;Entregue
Máscara Cicúrgica;2020-04-15;311928;Tocantins;Unidade;62400,0;Entregue
Máscara Cicúrgica;2020-04-15;311928;Tocantins;Unidade;1200,0;Entregue
Máscara Cicúrgica;2020-04-23;313027;Tocantins;Unidade;8000,0;Entregue
Máscara Cicúrgica;2020-04-30;314036;Tocantins;Unidade;20000,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;2100,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;2300,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;21600,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;21600,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;300,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;21600,0;Entregue
Máscara Cicúrgica;2020-05-14;315613;Tocantins;Unidade;28000,0;Entregue
Máscara Cicúrgica;2020-05-22;316505;Tocantins;Unidade;162550,0;Entregue
Máscara Cicúrgica;2020-05-22;316505;Tocantins;Unidade;75600,0;Entregue
Máscara Cicúrgica;2020-06-04;317780;Tocantins;Unidade;276800,0;Entregue
Máscara Cicúrgica;2020-06-05;317919;Tocantins;Unidade;25800,0;Entregue
Máscara Cicúrgica;2020-06-10;318290;Tocantins;Unidade;163800,0;Entregue
Máscara Cicúrgica;2020-06-10;318261;Tocantins;Unidade;15300,0;Entregue
Máscara Cicúrgica;2020-06-29;320595;Tocantins;Unidade;294400,0;Entregue
Máscara Cicúrgica;2020-06-29;320595;Tocantins;Unidade;41000,0;Entregue
Máscara Cicúrgica;2020-06-29;320569;Tocantins;Unidade;31300,0;Entregue
Máscara Cicúrgica;2020-07-09;321417;Acre;Unidade;125000,0;Entregue
Máscara Cicúrgica;2020-07-09;321461;Acre;Unidade;26100,0;Entregue
Máscara Cicúrgica;2020-07-09;321420;Alagoas;Unidade;376100,0;Entregue
Máscara Cicúrgica;2020-07-09;321465;Alagoas;Unidade;81300,0;Entregue
Máscara Cicúrgica;2020-07-09;321423;Amapá;Unidade;101500,0;Entregue
Máscara Cicúrgica;2020-07-09;321472;Amapá;Unidade;42300,0;Entregue
Máscara Cicúrgica;2020-07-09;321422;Amazonas;Unidade;602100,0;Entregue
Máscara Cicúrgica;2020-07-09;321469;Amazonas;Unidade;97800,0;Entregue
Máscara Cicúrgica;2020-07-09;321424;Bahia;Unidade;1993500,0;Entregue
Máscara Cicúrgica;2020-07-09;321476;Bahia;Unidade;187500,0;Entregue
Máscara Cicúrgica;2020-07-09;321426;Ceará;Unidade;850500,0;Entregue
Máscara Cicúrgica;2020-07-09;321478;Ceará;Unidade;405100,0;Entregue
Máscara Cicúrgica;2020-07-09;321427;Distrito Federal;Unidade;559900,0;Entregue
Máscara Cicúrgica;2020-07-09;321428;Espírito Santo;Unidade;34500,0;Entregue
Máscara Cicúrgica;2020-07-09;321428;Espírito Santo;Unidade;231000,0;Entregue
Máscara Cicúrgica;2020-07-09;321428;Espírito Santo;Unidade;286000,0;Entregue
Máscara Cicúrgica;2020-07-09;321481;Espírito Santo;Unidade;35900,0;Entregue
Máscara Cicúrgica;2020-07-09;321429;Goiás;Unidade;713900,0;Entregue
Máscara Cicúrgica;2020-07-09;321485;Goiás;Unidade;215400,0;Entregue
Máscara Cicúrgica;2020-07-09;321430;Maranhão;Unidade;918900,0;Entregue
Máscara Cicúrgica;2020-07-09;321488;Maranhão;Unidade;154200,0;Entregue
Máscara Cicúrgica;2020-07-09;321436;Mato Grosso;Unidade;396300,0;Entregue
Máscara Cicúrgica;2020-07-09;321494;Mato Grosso;Unidade;84300,0;Entregue
Máscara Cicúrgica;2020-07-09;321434;Mato Grosso do Sul;Unidade;293800,0;Entregue
Máscara Cicúrgica;2020-07-09;321492;Mato Grosso do Sul;Unidade;199600,0;Entregue
Máscara Cicúrgica;2020-07-09;321432;Minas Gerais;Unidade;2636800,0;Entregue
Máscara Cicúrgica;2020-07-09;321490;Minas Gerais;Unidade;493300,0;Entregue
Máscara Cicúrgica;2020-07-08;321404;Outros Órgãos Federais;Unidade;150,0;Entregue
Máscara Cicúrgica;2020-07-06;320904;Outros Órgãos Federais;Unidade;7000,0;Entregue
Máscara Cicúrgica;2020-07-06;320903;Outros Órgãos Federais;Unidade;1200,0;Entregue
Máscara Cicúrgica;2020-07-06;320916;Outros Órgãos Federais;Unidade;4100,0;Entregue
Máscara Cicúrgica;2020-07-06;320895;Outros Órgãos Federais;Unidade;4900,0;Entregue
Máscara Cicúrgica;2020-07-06;320905;Outros Órgãos Federais;Unidade;13700,0;Entregue
Máscara Cicúrgica;2020-07-06;320909;Outros Órgãos Federais;Unidade;4400,0;Entregue
Máscara Cicúrgica;2020-07-06;320910;Outros Órgãos Federais;Unidade;3800,0;Entregue
Máscara Cicúrgica;2020-07-06;320912;Outros Órgãos Federais;Unidade;5800,0;Entregue
Máscara Cicúrgica;2020-07-06;320900;Outros Órgãos Federais;Unidade;3500,0;Entregue
Máscara Cicúrgica;2020-07-06;320902;Outros Órgãos Federais;Unidade;4100,0;Entregue
Máscara Cicúrgica;2020-07-06;320906;Outros Órgãos Federais;Unidade;9700,0;Entregue
Máscara Cicúrgica;2020-07-06;320907;Outros Órgãos Federais;Unidade;14700,0;Entregue
Máscara Cicúrgica;2020-07-06;320911;Outros Órgãos Federais;Unidade;6700,0;Entregue
Máscara Cicúrgica;2020-07-06;320914;Outros Órgãos Federais;Unidade;5400,0;Entregue
Máscara Cicúrgica;2020-07-06;320915;Outros Órgãos Federais;Unidade;8200,0;Entregue
Máscara Cicúrgica;2020-07-06;320917;Outros Órgãos Federais;Unidade;5000,0;Entregue
Máscara Cicúrgica;2020-07-06;320893;Outros Órgãos Federais;Unidade;5900,0;Entregue
Máscara Cicúrgica;2020-07-06;320898;Outros Órgãos Federais;Unidade;9200,0;Entregue
Máscara Cicúrgica;2020-07-06;320894;Outros Órgãos Federais;Unidade;11400,0;Entregue
Máscara Cicúrgica;2020-07-06;320897;Outros Órgãos Federais;Unidade;2300,0;Entregue
Máscara Cicúrgica;2020-07-06;320899;Outros Órgãos Federais;Unidade;8300,0;Entregue
Máscara Cicúrgica;2020-07-06;320891;Outros Órgãos Federais;Unidade;700,0;Entregue
Máscara Cicúrgica;2020-07-06;320892;Outros Órgãos Federais;Unidade;3300,0;Entregue
Máscara Cicúrgica;2020-07-06;320896;Outros Órgãos Federais;Unidade;5200,0;Entregue
Máscara Cicúrgica;2020-07-06;320913;Outros Órgãos Federais;Unidade;100,0;Entregue
Máscara Cicúrgica;2020-07-06;320908;Outros Órgãos Federais;Unidade;12500,0;Entregue
Máscara Cicúrgica;2020-07-09;321438;Pará;Unidade;885500,0;Entregue
Máscara Cicúrgica;2020-07-09;321500;Pará;Unidade;98900,0;Entregue
Máscara Cicúrgica;2020-07-09;321439;Paraíba;Unidade;510100,0;Entregue
Máscara Cicúrgica;2020-07-09;321503;Paraíba;Unidade;175300,0;Entregue
Máscara Cicúrgica;2020-07-09;321605;Paraná;Unidade;113700,0;Entregue
Máscara Cicúrgica;2020-07-09;321605;Paraná;Unidade;637200,0;Entregue
Máscara Cicúrgica;2020-07-09;321605;Paraná;Unidade;600000,0;Entregue
Máscara Cicúrgica;2020-07-09;321507;Paraná;Unidade;150900,0;Entregue
Máscara Cicúrgica;2020-07-09;321440;Pernambuco;Unidade;1196700,0;Entregue
Máscara Cicúrgica;2020-07-09;321505;Pernambuco;Unidade;161600,0;Entregue
Máscara Cicúrgica;2020-07-09;321441;Piauí;Unidade;61600,0;Entregue
Máscara Cicúrgica;2020-07-09;321441;Piauí;Unidade;61500,0;Entregue
Máscara Cicúrgica;2020-07-09;321441;Piauí;Unidade;222700,0;Entregue
Máscara Cicúrgica;2020-07-09;321506;Piauí;Unidade;172700,0;Entregue
Máscara Cicúrgica;2020-07-09;321509;Rio de Janeiro;Unidade;1164600,0;Entregue
Máscara Cicúrgica;2020-07-09;321445;Rio Grande do Norte;Unidade;421500,0;Entregue
Máscara Cicúrgica;2020-07-09;321510;Rio Grande do Norte;Unidade;134700,0;Entregue
Máscara Cicúrgica;2020-07-09;321449;Rio Grande do Sul;Unidade;1110400,0;Entregue
Máscara Cicúrgica;2020-07-09;321514;Rio Grande do Sul;Unidade;332900,0;Entregue
Máscara Cicúrgica;2020-07-09;321447;Rondônia;Unidade;245000,0;Entregue
Máscara Cicúrgica;2020-07-09;321512;Rondônia;Unidade;45000,0;Entregue
Máscara Cicúrgica;2020-07-09;321606;Roraima;Unidade;92350,0;Entregue
Máscara Cicúrgica;2020-07-09;321606;Roraima;Unidade;150,0;Entregue
Máscara Cicúrgica;2020-07-09;321513;Roraima;Unidade;34300,0;Entregue
Máscara Cicúrgica;2020-07-09;321450;Santa Catarina;Unidade;916200,0;Entregue
Máscara Cicúrgica;2020-07-09;321515;Santa Catarina;Unidade;42400,0;Entregue
Máscara Cicúrgica;2020-07-09;321519;São Paulo;Unidade;1083700,0;Entregue
Máscara Cicúrgica;2020-07-09;321452;Sergipe;Unidade;303000,0;Entregue
Máscara Cicúrgica;2020-07-09;321517;Sergipe;Unidade;54900,0;Entregue
Máscara Cicúrgica;2020-07-09;321453;Tocantins;Unidade;130400,0;Entregue
Máscara Cicúrgica;2020-07-09;321453;Tocantins;Unidade;30200,0;Entregue
Máscara Cicúrgica;2020-07-09;321453;Tocantins;Unidade;34200,0;Entregue
Máscara Cicúrgica;2020-07-09;321453;Tocantins;Unidade;142500,0;Entregue
Máscara Cicúrgica;2020-07-09;321520;Tocantins;Unidade;31600,0;Entregue
Máscara N95;2020-03-31;310553;Acre;Unidade;900,0;Entregue
Máscara N95;2020-04-10;311375;Acre;Unidade;1000,0;Entregue
Máscara N95;2020-04-10;311375;Acre;Unidade;100,0;Entregue
Máscara N95;2020-04-15;311901;Acre;Unidade;2000,0;Entregue
Máscara N95;2020-04-23;312988;Acre;Unidade;3600,0;Entregue
Máscara N95;2020-04-30;314018;Acre;Unidade;700,0;Entregue
Máscara N95;2020-05-14;315514;Acre;Unidade;4200,0;Entregue
Máscara N95;2020-06-04;317759;Acre;Unidade;1500,0;Entregue
Máscara N95;2020-06-04;317759;Acre;Unidade;900,0;Entregue
Máscara N95;2020-06-04;317759;Acre;Unidade;9100,0;Entregue
Máscara N95;2020-06-04;317759;Acre;Unidade;6600,0;Entregue
Máscara N95;2020-06-05;317920;Acre;Unidade;3700,0;Entregue
Máscara N95;2020-06-10;318262;Acre;Unidade;6100,0;Entregue
Máscara N95;2020-06-10;318236;Acre;Unidade;2000,0;Entregue
Máscara N95;2020-07-09;321417;Acre;Unidade;8300,0;Entregue
Máscara N95;2020-07-09;321461;Acre;Unidade;1800,0;Entregue
Máscara N95;2020-03-31;310595;Alagoas;Unidade;3300,0;Entregue
Máscara N95;2020-04-10;311419;Alagoas;Unidade;2500,0;Entregue
Máscara N95;2020-04-10;311419;Alagoas;Unidade;1050,0;Entregue
Máscara N95;2020-04-15;311902;Alagoas;Unidade;700,0;Entregue
Máscara N95;2020-04-15;311902;Alagoas;Unidade;10000,0;Entregue
Máscara N95;2020-04-23;312992;Alagoas;Unidade;11400,0;Entregue
Máscara N95;2020-04-30;314019;Alagoas;Unidade;2300,0;Entregue
Máscara N95;2020-05-14;315535;Alagoas;Unidade;11200,0;Entregue
Máscara N95;2020-05-22;316477;Alagoas;Unidade;3300,0;Entregue
Máscara N95;2020-06-04;317760;Alagoas;Unidade;54500,0;Entregue
Máscara N95;2020-06-05;317921;Alagoas;Unidade;11700,0;Entregue
Máscara N95;2020-06-10;318264;Alagoas;Unidade;18500,0;Entregue
Máscara N95;2020-06-10;318237;Alagoas;Unidade;3900,0;Entregue
Máscara N95;2020-07-09;321420;Alagoas;Unidade;25000,0;Entregue
Máscara N95;2020-07-09;321465;Alagoas;Unidade;5500,0;Entregue
Máscara N95;2020-03-31;310593;Amapá;Unidade;850,0;Entregue
Máscara N95;2020-04-10;311420;Amapá;Unidade;1000,0;Entregue
Máscara N95;2020-04-15;311926;Amapá;Unidade;2000,0;Entregue
Máscara N95;2020-04-23;312993;Amapá;Unidade;1000,0;Entregue
Máscara N95;2020-04-30;314020;Amapá;Unidade;650,0;Entregue
Máscara N95;2020-05-22;316483;Amapá;Unidade;950,0;Entregue
Máscara N95;2020-05-28;316928;Amapá;Unidade;300,0;Entregue
Máscara N95;2020-06-04;317762;Amapá;Unidade;8000,0;Entregue
Máscara N95;2020-06-04;317762;Amapá;Unidade;6700,0;Entregue
Máscara N95;2020-06-05;317923;Amapá;Unidade;6100,0;Entregue
Máscara N95;2020-06-10;318266;Amapá;Unidade;4900,0;Entregue
Máscara N95;2020-06-10;318239;Amapá;Unidade;2000,0;Entregue
Máscara N95;2020-07-09;321423;Amapá;Unidade;6700,0;Entregue
Máscara N95;2020-07-09;321472;Amapá;Unidade;2900,0;Entregue
Máscara N95;2020-03-31;310594;Amazonas;Unidade;4100,0;Entregue
Máscara N95;2020-04-10;311421;Amazonas;Unidade;4700,0;Entregue
Máscara N95;2020-04-15;311904;Amazonas;Unidade;16000,0;Entregue
Máscara N95;2020-04-29;313902;Amazonas;Unidade;40000,0;Entregue
